Group,Call_Direction,Missed Calls,GroupID,UserID,Features, vpDialingfacResult,UsageDeviceType,UserDeviceType,date,starttime,endtime,duration,hourly_range,weekly_range
16109648000,Incoming,16,gr-0001005437,6102300270@voip.evolveip.net,Primary Device,,Primary Device,Polycom/5.4.4.4727 PolycomVVX-VVX_400-UA/5.4.4.4727_64167fa929cc,2019-06-20,2019-06-20 11:59:39,2019-06-20 12:06:57,7.0,11:00 - 11:59,Thursday
16109648000,Incoming,16,gr-0001005437,aa-0001005437@voip.evolveip.net,,,,,2019-06-20,2019-06-20 12:04:14,2019-06-20 12:11:39,7.0,12:00 - 12:59,Thursday
16109648000,Outgoing,16,gr-0001005437,aa-0001005437@voip.evolveip.net,,,,,2019-06-20,2019-06-20 12:04:27,2019-06-20 12:11:39,7.0,12:00 - 12:59,Thursday
16109648000,Incoming,16,gr-0001005437,CNX7710@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_400-UA/5.4.7.1696_0004f2667a52,2019-06-20,2019-06-20 12:05:29,2019-06-20 12:11:39,6.0,12:00 - 12:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634260@voip.evolveip.net,Primary Device,,Primary Device,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f092ed7,2019-06-20,2019-06-20 12:02:11,2019-06-20 12:16:32,14.0,12:00 - 12:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102634258@voip.evolveip.net,Secondary Device,,Secondary Device,bc-uc - UC-One (22.2.0.1634 Windows 10),2019-06-20,2019-06-20 12:02:11,2019-06-20 12:16:32,14.0,12:00 - 12:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102634260@voip.evolveip.net,,,,PolycomVVX-VVX_501-UA/5.7.1.2205_64167f092ed7,2019-06-20,2019-06-20 12:16:35,2019-06-20 12:16:52,0.0,12:00 - 12:59,Thursday
16109648000,Incoming,16,gr-0001005437,rfox@eip.local,,,,,2019-06-20,2019-06-20 12:16:35,2019-06-20 12:16:52,0.0,12:00 - 12:59,Thursday
16109648000,Outgoing,16,gr-0001005437,6102300950@voip.evolveip.net,Call Forward No Answer,,,,2019-06-20,2019-06-20 12:19:16,2019-06-20 12:20:47,1.0,12:00 - 12:59,Thursday
16109648000,Incoming,16,gr-0001005437,216146942_VMR@voip.evolveip.net,,,,,2019-06-20,2019-06-20 12:19:16,2019-06-20 12:20:47,1.0,12:00 - 12:59,Thursday
16109648000,Incoming,16,gr-0001005437,6102300950@voip.evolveip.net,,,,,2019-06-20,2019-06-20 12:18:58,2019-06-20 12:20:47,1.0,12:00 - 12:59,Thursday
16109648000,Incoming,16,gr-0001005437,aa-0001005437@voip.evolveip.net,,,,,2019-06-20,2019-06-20 12:25:22,2019-06-20 12:25:58,0.0,12:00 - 12:59,Thursday
16109648000,Outgoing,16,gr-0001005437,aa-0001005437@voip.evolveip.net,,,,,2019-06-20,2019-06-20 12:25:35,2019-06-20 12:25:58,0.0,12:00 - 12:59,Thursday
16109648000,Outgoing,16,gr-0001005437,hg-0001005437-1@voip.evolveip.net,Hunt Group,,,,2019-06-20,2019-06-20 12:29:57,2019-06-20 12:30:24,0.0,12:00 - 12:59,Thursday
16109648000,Outgoing,16,gr-0001005437,hg-0001005437-1@voip.evolveip.net,Hunt Group,,,,2019-06-20,2019-06-20 12:29:57,2019-06-20 12:30:24,0.0,12:00 - 12:59,Thursday
16109648000,Outgoing,16,gr-0001005437,hg-0001005437-1@voip.evolveip.net,Hunt Group,,,,2019-06-20,2019-06-20 12:29:57,2019-06-20 12:30:24,0.0,12:00 - 12:59,Thursday
16109648000,Incoming,16,gr-0001005437,4845880772@voip.evolveip.net,,,,,2019-06-20,2019-06-20 12:29:57,2019-06-20 12:30:24,0.0,12:00 - 12:59,Thursday
16109648000,Incoming,16,gr-0001005437,zwichman@eip.local,,,,,2019-06-20,2019-06-20 12:29:57,2019-06-20 12:30:24,0.0,12:00 - 12:59,Thursday
16109648000,Incoming,16,gr-0001005437,aepstein@eip.local,,,,,2019-06-20,2019-06-20 12:29:57,2019-06-20 12:30:24,0.0,12:00 - 12:59,Thursday
16109648000,Outgoing,16,gr-0001005437,aa-0001005437@voip.evolveip.net,,,,,2019-06-20,2019-06-20 12:29:57,2019-06-20 12:30:34,0.0,12:00 - 12:59,Thursday
16109648000,Incoming,16,gr-0001005437,216146942_VMR@voip.evolveip.net,,,,,2019-06-20,2019-06-20 12:30:24,2019-06-20 12:30:34,0.0,12:00 - 12:59,Thursday
16109648000,Incoming,16,gr-0001005437,aa-0001005437@voip.evolveip.net,,,,,2019-06-20,2019-06-20 12:29:44,2019-06-20 12:30:34,0.0,12:00 - 12:59,Thursday
16109648000,Outgoing,16,gr-0001005437,hg-0001005437-1@voip.evolveip.net,Call Forward No Answer,,,,2019-06-20,2019-06-20 12:30:24,2019-06-20 12:30:34,0.0,12:00 - 12:59,Thursday
16109648000,Incoming,16,gr-0001005437,hg-0001005437-1@voip.evolveip.net,,,,,2019-06-20,2019-06-20 12:29:57,2019-06-20 12:30:34,0.0,12:00 - 12:59,Thursday
16109648000,Outgoing,16,gr-0001005437,aa-0001005437@voip.evolveip.net,,,,,2019-06-20,2019-06-20 12:25:10,2019-06-20 12:31:44,6.0,12:00 - 12:59,Thursday
